id,doi,title,publication_year,oa_status,is_oa_anywhere,any_repository_has_fulltext,cited_by_count
https://openalex.org/W4387858005,https://doi.org/10.1080/13825585.2023.2270208,Loneliness and social isolation are not associated with executive functioning in a cross-sectional study of cognitively healthy older adults,2023,closed,FALSE,FALSE,3
https://openalex.org/W4323669942,https://doi.org/10.3847/1538-4357/acb771,GRB 171205A: Hypernova and Newborn Neutron Star,2023,gold,TRUE,TRUE,10
https://openalex.org/W4387998312,https://doi.org/10.1016/j.ecoleng.2023.107121,Long-term impacts of urban floodplain management and habitat restoration on lizard communities in a Sonoran Desert city,2023,closed,FALSE,FALSE,2
https://openalex.org/W4386324717,https://doi.org/10.3390/insects14090736,"Sequential and Simultaneous Interactions of Plant Allelochemical Flavone, Bt Toxin Vip3A, and Insecticide Emamectin Benzoate in Spodoptera frugiperda",2023,gold,TRUE,TRUE,3
https://openalex.org/W4389301719,https://doi.org/10.3389/fragi.2023.1305922,Examining provider perceptions and practices for comprehensive geriatric assessment among cancer survivors: a qualitative study with an implementation science focus,2023,gold,TRUE,TRUE,4
https://openalex.org/W4385985136,https://doi.org/10.3389/fpsyg.2023.1221817,Development and validation of an online emotional intelligence training program,2023,gold,TRUE,TRUE,16
https://openalex.org/W4385840504,https://doi.org/10.3390/bios13080820,Microparticle-Based Detection of Viruses,2023,gold,TRUE,TRUE,10
https://openalex.org/W4386223025,https://doi.org/10.3390/jimaging9090173,"A Framework for Detecting Thyroid Cancer from Ultrasound and Histopathological Images Using Deep Learning, Meta-Heuristics, and MCDM Algorithms",2023,gold,TRUE,TRUE,30
https://openalex.org/W4313889077,https://doi.org/10.3390/rel14010085,Spatial Characteristics and the Non-Hierarchical Nature of Regional Religious Systems (RRSs),2023,gold,TRUE,TRUE,1
https://openalex.org/W4377965888,https://doi.org/10.1016/j.jacr.2023.02.014,ACR Appropriateness Criteria® Lung Cancer Screening: 2022 Update,2023,closed,FALSE,FALSE,11
https://openalex.org/W4384694928,https://doi.org/10.1029/2023jg007712,"Update on Our Action Plan for Equity, Inclusion, and Diversity in Publishing at <i>JGR: Biogeosciences</i>",2023,bronze,TRUE,TRUE,4
https://openalex.org/W4319438816,https://doi.org/10.1007/s43069-022-00192-2,Demand-Driven Harvest Planning and Machinery Scheduling for Guayule,2023,closed,FALSE,FALSE,3
https://openalex.org/W4380866423,https://doi.org/10.5281/zenodo.8047836,Apresentação,2023,green,TRUE,TRUE,0
https://openalex.org/W4388694276,https://doi.org/10.12788/jfp.0699,Preventing RSV in children and adults: A vaccine update,2023,bronze,TRUE,FALSE,1
https://openalex.org/W4389197534,https://doi.org/10.1016/j.fct.2023.114276,"RIFM fragrance ingredient safety assessment, 5,6,7-trimethylocta-2,5-dien-4-one, CAS Registry Number 358331-95-0",2023,green,TRUE,TRUE,0
https://openalex.org/W4389121376,https://doi.org/10.1016/j.polymer.2023.126539,NMR spectroscopic characterization of polyhalodisulfides via sulfenyl chloride inverse vulcanization with sulfur monochloride,2023,closed,FALSE,FALSE,12
https://openalex.org/W4390079196,https://doi.org/10.1017/s1355617723007701,1 Task-Based Functional Connectivity and Network Segregation of the Useful Field of View (UFOV) fMRI task,2023,bronze,TRUE,FALSE,0
https://openalex.org/W4390293729,https://doi.org/10.1016/j.csi.2023.103822,MRAN: Multimodal relationship-aware attention network for fake news detection,2023,closed,FALSE,FALSE,46
https://openalex.org/W4386948962,https://doi.org/10.1016/j.ygyno.2023.06.321,Cytochrome P450 inhibiting/inducing medication use among patients with advanced ovarian cancer who receive or are eligible for poly (ADP-ribose) polymerase inhibitors as first line maintenance therapy (2200),2023,bronze,TRUE,FALSE,1
https://openalex.org/W4382652676,https://doi.org/10.3390/pharmacy11040110,Telehealth Integration into Pharmacy Practice Curricula: An Exploratory Survey of Faculty Perception,2023,gold,TRUE,TRUE,3
https://openalex.org/W4389819800,https://doi.org/10.1016/j.catena.2023.107755,Multifaceted impacts of moss-dominated biocrusts on dryland soils: From soil pore structure to aeration and water infiltration,2023,closed,FALSE,FALSE,31
https://openalex.org/W4388719784,https://doi.org/10.1051/0004-6361/202347176,Inside the bubble: exploring the environments of reionisation-era Lyman-<i>α</i> emitting galaxies with JADES and FRESCO,2023,diamond,TRUE,TRUE,67
https://openalex.org/W4385713888,https://doi.org/10.1103/physreva.108.062817,Effective field theory for the bound states and scattering of a heavy charged particle and a neutral atom,2023,green,TRUE,TRUE,4
https://openalex.org/W4378072208,https://doi.org/10.3389/fpsyg.2023.1151061,Fostering mask-wearing with virality metrics and social media literacy: evidence from the U.S. and Korea,2023,gold,TRUE,TRUE,4
https://openalex.org/W4324028421,https://doi.org/10.3138/jmvfh-2022-0048,Impact of morally injurious traumatic event exposure on cognitive processing therapy outcomes among Veterans and service members,2023,green,TRUE,TRUE,6
https://openalex.org/W4389274889,https://doi.org/10.1016/j.fct.2023.114281,"RIFM fragrance ingredient safety assessment, hydroxycitronellol, CAS Registry Number 107-74-4",2023,closed,FALSE,FALSE,0
https://openalex.org/W4387116479,https://doi.org/10.1093/mnras/stad2921,WALLABY pre-pilot survey: ultra-diffuse galaxies in the Eridanus supergroup,2023,bronze,TRUE,TRUE,11
https://openalex.org/W4384007494,https://doi.org/10.1016/j.amjmed.2023.06.024,Role of Muscle Biopsy in Undifferentiated Myositis: A Case Report,2023,hybrid,TRUE,FALSE,0
https://openalex.org/W4388965182,https://doi.org/10.1111/maps.14093,Mineralogy and petrology of fine‐grained samples recovered from the asteroid (162173) Ryugu,2023,green,TRUE,TRUE,32
https://openalex.org/W4387043901,https://doi.org/10.1097/hco.0000000000001096,Reconsideration of the definition of blanking period and significance of early recurrences after catheter ablation of atrial fibrillation,2023,closed,FALSE,FALSE,5
https://openalex.org/W4386935684,https://doi.org/10.1097/j.pain.0000000000003056,"Co-occurrence of chronic pain and anxiety/depression symptoms in U.S. adults: prevalence, functional impacts, and opportunities",2023,hybrid,TRUE,TRUE,223
https://openalex.org/W4380629377,https://doi.org/10.3847/1538-4357/acd04b,Gemini Near Infrared Spectrograph–Distant Quasar Survey: Prescriptions for Calibrating UV-based Estimates of Supermassive Black Hole Masses in High-redshift Quasars,2023,gold,TRUE,TRUE,7
https://openalex.org/W4386241859,https://doi.org/10.1007/s13181-023-00962-2,The Toxicology Investigators Consortium 2022 Annual Report,2023,green,TRUE,TRUE,16
https://openalex.org/W4386471143,https://doi.org/10.1249/jsr.0000000000001099,Implementing a Sports Ultrasound Curriculum in Undergraduate Medical Education,2023,closed,FALSE,FALSE,2
https://openalex.org/W4387996669,https://doi.org/10.1080/07391102.2023.2273988,Identification of apposite antagonist for androgen receptor in prostate cancer: an in silico study of fenugreek compounds,2023,closed,FALSE,FALSE,6
https://openalex.org/W4383896463,https://doi.org/10.1007/s13253-023-00560-3,Monitoring and Comparing Air and Green House Gases Emissions of Various Countries,2023,closed,FALSE,FALSE,5
https://openalex.org/W4362470006,https://doi.org/10.3390/buildings13040921,Managing Building Water Disruptions in a Post-COVID World: Water Quality and Safety Risk Assessment Tool for Academic Institutions and School Settings,2023,gold,TRUE,TRUE,3
https://openalex.org/W4386251448,https://doi.org/10.1152/ajpcell.00342.2023,Ozanimod differentially preserves human cerebrovascular endothelial barrier proteins and attenuates matrix metalloproteinase-9 activity following in vitro acute ischemic injury,2023,closed,FALSE,FALSE,10
https://openalex.org/W3213640827,https://doi.org/10.1242/jeb.244520,Multiscale flow between the branches and polyps of gorgonians,2023,hybrid,TRUE,TRUE,5
https://openalex.org/W4386088911,https://doi.org/10.1016/j.jacadv.2023.100560,Life’s Essential 8,2023,gold,TRUE,TRUE,32
https://openalex.org/W4386226427,https://doi.org/10.1016/j.sleh.2023.07.010,"Sleep disorders symptoms in children, adolescents, and emerging adults: Reducing mortality and population health burden through improved identification, referral, and treatment",2023,green,TRUE,TRUE,1
https://openalex.org/W4379053204,https://doi.org/10.3765/amp.v10i0.5438,The Effect of Cue-specific Lexical Competitors on Hyperarticulation of VOT and F0 Contrasts in Korean Stops,2023,diamond,TRUE,FALSE,3
https://openalex.org/W4365135018,https://doi.org/10.1007/s11892-023-01505-3,Surgical Management of Diabetic Macular Edema,2023,closed,FALSE,FALSE,6
https://openalex.org/W4385065679,https://doi.org/10.1175/jtech-d-22-0120.1,Performance Evaluation of the Lightning Imaging Sensor on the International Space Station,2023,green,TRUE,TRUE,14
https://openalex.org/W4385227809,https://doi.org/10.59565/001c.84481,Management of Equine Allergic Airway Disease: A Review of Conventional and Complementary Therapies,2023,hybrid,TRUE,FALSE,2
https://openalex.org/W4366260199,https://doi.org/10.1891/jfcp-2022-0018,More Than a Score? Indirect Associations Between Credit Score and Romantic Relationship Quality in Emerging Adulthood,2023,green,TRUE,TRUE,6
https://openalex.org/W4388421868,https://doi.org/10.1080/03637751.2023.2274078,When they support us: Expectations for social support from outgroup members,2023,closed,FALSE,FALSE,1
https://openalex.org/W4382245959,https://doi.org/10.1002/symb.655,"Teaching Up: The Intersection of Impression Management and Controlling Images for Black, Cisgender, Women Faculty",2023,bronze,TRUE,FALSE,5
https://openalex.org/W4389119473,https://doi.org/10.1016/j.fct.2023.114236,"RIFM fragrance ingredient safety assessment, ω-6-hexadecenlactone, CAS Registry Number 7779-50-2",2023,closed,FALSE,FALSE,0
https://openalex.org/W4384283325,https://doi.org/10.3847/2041-8213/ace32c,The First JWST Spectral Energy Distribution of a Y Dwarf,2023,gold,TRUE,TRUE,56
https://openalex.org/W4381786387,https://doi.org/10.1109/tifs.2023.3288812,Answering Count Queries for Genomic Data With Perfect Privacy,2023,closed,FALSE,FALSE,4
https://openalex.org/W4385299372,https://doi.org/10.1016/j.hazl.2023.100080,Influence of chain length on field-measured distributions of PFAS in soil and soil porewater,2023,gold,TRUE,TRUE,36
https://openalex.org/W4376129599,https://doi.org/10.3847/psj/accc28,"Ice, Ice, Maybe? Investigating 46P/Wirtanen’s Inner Coma for Icy Grains",2023,gold,TRUE,TRUE,9
https://openalex.org/W4390112982,https://doi.org/10.3847/1538-4365/ad07e0,"The UNCOVER Survey: A First-look HST + JWST Catalog of 60,000 Galaxies near A2744 and beyond",2023,gold,TRUE,TRUE,107
https://openalex.org/W4390239190,https://doi.org/10.1080/10810730.2023.2236963,Predicting Support for COVID-19 Policies with Partisan Media Use and Negative Emotion: Evidence from the U.S. and South Korea,2023,closed,FALSE,FALSE,2
https://openalex.org/W4362573789,https://doi.org/10.1016/j.ecoenv.2023.114866,Phosphorus and Serendipita indica synergism augments arsenic stress tolerance in rice by regulating secondary metabolism related enzymatic activity and root metabolic patterns,2023,gold,TRUE,TRUE,18
https://openalex.org/W4367153419,https://doi.org/10.1016/j.ajpe.2022.09.006,Navigating the Path to Careers in Academic Pharmacy Administration,2023,gold,TRUE,FALSE,3
https://openalex.org/W4386283490,https://doi.org/10.3390/ijerph20176684,"Comparison of Personal or Indoor PM2.5 Exposure Level to That of Outdoor: Over Four Seasons in Selected Urban, Industrial, and Rural Areas of South Korea: (K-IOP Study)",2023,gold,TRUE,TRUE,16
https://openalex.org/W4387770131,https://doi.org/10.1155/2023/9943584,Dupilumab Efficacy in Patients with Type 2 Asthma with and without Elevated Blood Neutrophils,2023,gold,TRUE,TRUE,13
https://openalex.org/W4362641000,https://doi.org/10.1093/jee/toad054,Global perspectives on field-evolved resistance to transgenic Bt crops: a special collection,2023,bronze,TRUE,TRUE,42
https://openalex.org/W4386136543,https://doi.org/10.3847/1538-4365/acdcfd,The JWST Resolved Stellar Populations Early Release Science Program. II. Survey Overview,2023,gold,TRUE,TRUE,46
https://openalex.org/W4386370422,https://doi.org/10.1140/epjc/s10052-023-11873-5,Measurements of differential cross sections of Higgs boson production through gluon fusion in the $$H\rightarrow WW^{*}\rightarrow e\nu \mu \nu $$ final state at $$\sqrt{s} = 13$$ TeV with the ATLAS detector,2023,diamond,TRUE,TRUE,3
https://openalex.org/W4387807241,https://doi.org/10.1016/j.jsg.2023.104983,"Lithospheric contraction concentric to Tharsis: 3D structural modeling of large thrust faults between Thaumasia highlands and Aonia Terra, Mars",2023,hybrid,TRUE,TRUE,3
https://openalex.org/W4365448657,https://doi.org/10.1038/s41392-023-01418-3,The main protease of SARS-CoV-2 downregulates innate immunity via a translational repression,2023,gold,TRUE,TRUE,13
https://openalex.org/W4389451791,https://doi.org/10.1017/cts.2023.689,A practical guide to adopting Bayesian analyses in clinical research,2023,gold,TRUE,TRUE,11
https://openalex.org/W4388217767,https://doi.org/10.1371/journal.pbio.3002349,"Postdoctoral scientists are mentors, and it is time to recognize their work",2023,gold,TRUE,TRUE,2
https://openalex.org/W4319344161,https://doi.org/10.1016/j.ygyno.2023.01.003,Randomized phase II trial of farletuzumab plus chemotherapy versus placebo plus chemotherapy in low CA-125 platinum-sensitive ovarian cancer,2023,closed,FALSE,FALSE,23
https://openalex.org/W4389284921,https://doi.org/10.1016/j.fct.2023.114318,"RIFM fragrance ingredient safety assessment, ethyl formate, CAS Registry Number 109-94-4",2023,green,TRUE,TRUE,3
https://openalex.org/W4390012362,https://doi.org/10.1080/10410236.2023.2291267,Exploring the Role of Marianismo and Loneliness in Latinas’ Physical and Mental Well-Being,2023,closed,FALSE,FALSE,1
https://openalex.org/W4386245819,https://doi.org/10.1080/21678421.2023.2252468,Relationship between quantitative strength and functional outcomes in the phase 2 FORTITUDE-ALS trial,2023,hybrid,TRUE,TRUE,5
https://openalex.org/W4364379576,https://doi.org/10.1126/scisignal.ade2438,HSP90 inhibition in the mouse spinal cord enhances opioid signaling by suppressing an AMPK-mediated negative feedback loop,2023,green,TRUE,TRUE,13
https://openalex.org/W4378611604,https://doi.org/10.1093/sleep/zsad077.0942,0942 Sleep duration benefits for Spanish-speaking Hispanic/Latine respondents of the 2020 BRFSS,2023,bronze,TRUE,FALSE,0
https://openalex.org/W4389342190,https://doi.org/10.1016/j.fct.2023.114337,"RIFM fragrance ingredient safety assessment, methyl o-methoxybenzoate, CAS registry number 606-45-1",2023,closed,FALSE,FALSE,0
https://openalex.org/W4379599921,https://doi.org/10.1111/gcb.16762,The North American Monsoon buffers forests against the ongoing megadrought in the Southwestern United States,2023,closed,FALSE,FALSE,20
https://openalex.org/W4321020596,https://doi.org/10.1177/23259671221146788,Biomechanical Comparison of Adjustable-Loop Femoral Cortical Suspension Devices for Soft Tissue ACL Reconstruction,2023,gold,TRUE,TRUE,4
https://openalex.org/W4387868481,https://doi.org/10.1002/nbm.5063,Highly accelerated multi‐shot intravoxel incoherent motion diffusion‐weighted imaging in brain enabled by parametric POCS‐based multiplexed sensitivity encoding,2023,hybrid,TRUE,FALSE,3
https://openalex.org/W3164504768,https://doi.org/10.3233/jem-230486,Measuring the US employment situation using online panels: The Yale Labor Survey,2023,closed,FALSE,FALSE,6
https://openalex.org/W4387661663,https://doi.org/10.1152/ajpcell.00436.2022,Del Nido cardioplegia or potassium induces Nrf2 and protects cardiomyocytes against oxidative stress,2023,green,TRUE,TRUE,8
https://openalex.org/W4365451991,https://doi.org/10.3847/2041-8213/acc32d,The Image of the M87 Black Hole Reconstructed with PRIMO,2023,gold,TRUE,TRUE,52
https://openalex.org/W4313436626,https://doi.org/10.1017/s1041610222000862,Association between lean muscle mass and treatment-resistant late-life depression in the IRL-GRey randomized controlled trial,2023,diamond,TRUE,FALSE,6
https://openalex.org/W4382807504,https://doi.org/10.1016/j.annonc.2023.04.017,O-2 Phase III study of NUC-1031 + cisplatin vs gemcitabine + cisplatin for first-line treatment of patients with advanced biliary tract cancer (NuTide:121),2023,bronze,TRUE,FALSE,5
https://openalex.org/W4388893398,https://doi.org/10.1093/ofid/ofad594,Teaching Everyone Everywhere All at Once: Leveraging Social Media to Implement a Multisite Fungal Diagnostics Curriculum,2023,gold,TRUE,TRUE,1
https://openalex.org/W4367834224,https://doi.org/10.1021/acs.jmedchem.2c01794,Ψ and χ Angle Constrains at the C-Terminus Trp Position of the Melanotropin Tetrapeptide Ac-His-<scp>d</scp>-Phe-Arg-Trp-NH<sub>2</sub> Lead to Potent and Selective Agonists at hMC1R and hMC4R,2023,green,TRUE,TRUE,2
https://openalex.org/W4381805623,https://doi.org/10.1055/s-0041-1741092,Multimodality Imaging Appearance of Intrapericardial Paragangliomas,2023,diamond,TRUE,TRUE,0
https://openalex.org/W4367843498,https://doi.org/10.1007/s13351-023-2167-x,On the Nature of Caspian Clouds,2023,closed,FALSE,FALSE,2
https://openalex.org/W4386565929,https://doi.org/10.1016/j.jrp.2023.104426,Loneliness and time alone in everyday life: A descriptive-exploratory study of subjective and objective social isolation,2023,hybrid,TRUE,TRUE,35
https://openalex.org/W4372227633,https://doi.org/10.1016/j.jelectrocard.2023.03.033,Multiparameter physiological monitoring through smart wearables: Current state and opportunities,2023,closed,FALSE,FALSE,0
https://openalex.org/W4327719368,https://doi.org/10.1016/j.earscirev.2023.104386,Ocean carbon from space: Current status and priorities for the next decade,2023,hybrid,TRUE,TRUE,64
https://openalex.org/W4317905299,https://doi.org/10.3847/1538-4365/aca4d4,CARMA-NRO Orion Survey: Unbiased Survey of Dense Cores and Core Mass Functions in Orion A,2023,gold,TRUE,TRUE,16
https://openalex.org/W4382344248,https://doi.org/10.1159/000531702,Paper-Based Vertical Flow Immunoassay for the Point-of-Care Multiplex Detection of Radiation Dosimetry Genes,2023,hybrid,TRUE,TRUE,2
https://openalex.org/W4389996217,https://doi.org/10.2147/ceor.s453171,What to Expect in 2024: Important Health Economics and Outcomes Research (HEOR) Trends,2023,gold,TRUE,TRUE,3
